"sender","receiver","lr_pair","score","sign","sender_name","receiver_name"
2,9,5,2.3143654917062,-1,"CD8","NK"
3,1,5,0.302091151557952,-1,"CD4conv","Tumor"
3,2,5,2.68445504986018,-1,"CD4conv","CD8"
3,3,5,0.962925637484635,-1,"CD4conv","CD4conv"
3,4,5,0.74798484499788,-1,"CD4conv","Bcell"
3,5,5,1.22402644314227,-1,"CD4conv","Treg"
3,6,5,2.34238224995165,-1,"CD4conv","Macrophage"
3,7,5,0.404401447577003,-1,"CD4conv","Endo"
3,8,5,0.257411295087673,-1,"CD4conv","CAF"
3,9,5,2.21844789987674,-1,"CD4conv","NK"
4,1,5,0.610333516298382,-1,"Bcell","Tumor"
4,2,5,5.42357126806411,-1,"Bcell","CD8"
4,3,5,1.94545847248067,-1,"Bcell","CD4conv"
